purchase_id,product_id,date,time,quantity,price,customer_id,card_id,reward_account
08581670-2abd-4980-94a3-c484b030a27f,398,2020-07-23,2:19 PM,2,123.56,4,2d7d790b-3eae-49b0-89f3-00093449cd66,
4fa34d6d-1573-4760-baa7-314bac9e2c46,68,2013-12-01,10:07 AM,20,9532,5,7b14102c-d571-41e8-87b7-cea0c2fbd3ef,
e5b4ce1f-2bae-43d6-94f6-de05ac164bd4,230,2020-12-14,4:06 PM,21,20268.15,5,7b14102c-d571-41e8-87b7-cea0c2fbd3ef,
76fccc4f-96e8-4b2a-8a19-e7c727738e03,342,2022-04-29,9:19 PM,13,7418.84,5,7b14102c-d571-41e8-87b7-cea0c2fbd3ef,
c3715be6-c600-47aa-b523-bf4c939d971e,467,2019-08-24,2:36 AM,11,5594.6,5,7b14102c-d571-41e8-87b7-cea0c2fbd3ef,
96907953-966b-4f35-8b69-7956466344c2,468,2017-01-27,3:54 PM,20,18816.4,5,7b14102c-d571-41e8-87b7-cea0c2fbd3ef,
23c11696-0ba0-4912-a1d3-32e36fd230be,543,2018-07-31,3:53 AM,22,20205.68,5,7b14102c-d571-41e8-87b7-cea0c2fbd3ef,
cf47ba98-4e8f-4ab7-a56c-380bee91e813,22,2016-12-16,8:45 PM,21,15181.74,6,fd8337c0-e6b0-428f-8107-a43cd21d2a68,8615bfe5-ceca-4d58-b8a3-8a53ad8e54c7
b6deb3b8-9074-4c22-a376-e656ff36633f,92,2012-11-20,8:48 AM,11,10094.92,6,fd8337c0-e6b0-428f-8107-a43cd21d2a68,8615bfe5-ceca-4d58-b8a3-8a53ad8e54c7
6d2ff076-ce49-4810-90ed-5310b3df0edb,282,2022-05-12,1:36 AM,19,15836.88,6,fd8337c0-e6b0-428f-8107-a43cd21d2a68,8615bfe5-ceca-4d58-b8a3-8a53ad8e54c7
f53fcb40-c56e-4eb0-af77-b1c0cf4b7766,313,2019-09-06,6:19 PM,23,21503.62,6,fd8337c0-e6b0-428f-8107-a43cd21d2a68,8615bfe5-ceca-4d58-b8a3-8a53ad8e54c7
780fab22-a342-4f43-9339-078ff05ccb4d,324,2011-01-17,12:18 AM,10,4109.1,6,fd8337c0-e6b0-428f-8107-a43cd21d2a68,8615bfe5-ceca-4d58-b8a3-8a53ad8e54c7
62198a2c-6a12-43dc-b782-41664ab94268,381,2010-11-16,2:47 AM,3,438.51,6,fd8337c0-e6b0-428f-8107-a43cd21d2a68,8615bfe5-ceca-4d58-b8a3-8a53ad8e54c7
e393252b-3751-47e7-8e46-fb0ef2027487,62,2011-07-15,8:13 PM,8,5642.96,7,3137ccb5-ef22-467e-b8b0-3dc5e9b1d36e,8bcf53c2-e51b-4791-83cb-9ff303697691
694e1432-5a8a-4890-83a2-344bf860f74b,81,2020-05-20,10:56 AM,18,8426.52,7,3137ccb5-ef22-467e-b8b0-3dc5e9b1d36e,921ecf7b-4d2d-4b4f-b3b3-7dbfbd67ce53
4d47b711-8f23-4767-890b-778e532ea502,170,2020-09-09,2:24 PM,22,9385.64,7,3137ccb5-ef22-467e-b8b0-3dc5e9b1d36e,921ecf7b-4d2d-4b4f-b3b3-7dbfbd67ce53
97d9da3c-5ce7-4b46-993e-4af637f9fd20,273,2015-09-11,12:18 AM,17,3769.41,7,3137ccb5-ef22-467e-b8b0-3dc5e9b1d36e,8bcf53c2-e51b-4791-83cb-9ff303697691
d47b56a2-d878-4e66-99e8-3ff4919d78b3,340,2020-10-16,8:09 AM,21,11759.37,7,3137ccb5-ef22-467e-b8b0-3dc5e9b1d36e,8bcf53c2-e51b-4791-83cb-9ff303697691
395232ae-4dc8-4337-91a3-593086e611c2,549,2020-06-16,10:00 AM,18,9056.7,7,3137ccb5-ef22-467e-b8b0-3dc5e9b1d36e,921ecf7b-4d2d-4b4f-b3b3-7dbfbd67ce53
6ef73c5b-59e1-49d3-9d46-4d5301f2f386,2,2018-07-14,11:03 AM,11,3026.87,8,1f09f9f3-d325-48ae-a250-79332c7d3166,da7a6e91-c164-4f1e-b0a1-7d7ec1dfdacd
35ded37b-1785-407e-87a4-d230707bf7ae,70,2020-09-23,3:55 AM,2,278.66,9,7a80fbed-c56b-44fa-a8d0-ed771ec4be6f,
c89fdb41-3ae0-4077-aab8-4204d31d550f,251,2018-05-19,3:36 PM,25,12572.75,9,7a80fbed-c56b-44fa-a8d0-ed771ec4be6f,
61a831d1-4b69-46d3-94b5-359b1b0530a4,16,2020-01-12,9:55 PM,11,7206.1,10,76af8387-90fc-414f-a68f-c940f00e2deb,ce51b61a-cd33-4049-a104-ca102741a4fc
2e422327-6d05-4b06-b18d-7f734171dcd0,230,2011-11-01,5:40 AM,16,15442.4,10,76af8387-90fc-414f-a68f-c940f00e2deb,ce51b61a-cd33-4049-a104-ca102741a4fc
9ea4502d-8dc2-4ca7-8870-3ee75a626e53,285,2022-09-19,6:05 AM,25,6474.5,10,76af8387-90fc-414f-a68f-c940f00e2deb,ce51b61a-cd33-4049-a104-ca102741a4fc
c0b92ef2-4de4-4288-a5cf-581e53fc9793,464,2017-01-12,7:44 PM,3,2844.24,10,76af8387-90fc-414f-a68f-c940f00e2deb,ce51b61a-cd33-4049-a104-ca102741a4fc
d7236ec0-fbf2-4c57-ae0b-bb11ae67ce46,135,2022-10-28,9:39 AM,16,6524.8,11,6f4629fc-4abe-488b-be32-bb5a90faa686,723d7597-d836-4a3b-b93f-0b7240541fb8
d47cfd5b-4513-437d-b467-8059474faa85,371,2020-01-09,2:55 PM,17,16146.6,11,6f4629fc-4abe-488b-be32-bb5a90faa686,723d7597-d836-4a3b-b93f-0b7240541fb8
a43132f2-169c-4b36-81fd-f6ae13f7baf1,415,2022-09-20,4:12 PM,15,9718.35,11,6f4629fc-4abe-488b-be32-bb5a90faa686,723d7597-d836-4a3b-b93f-0b7240541fb8
36fe96dc-8aa1-400e-9f72-3e38e0c39a57,159,2018-12-05,2:13 AM,23,8227.33,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,3782d93f-74bf-4c44-adbb-a77916d46f1b
ec4e9d2d-63c1-4d94-ac88-bcb533b72e02,246,2016-02-25,7:32 AM,22,15478.32,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,3782d93f-74bf-4c44-adbb-a77916d46f1b
1093d440-6531-4faf-bb3a-b77b3671f4f9,253,2012-05-30,6:55 PM,8,139.68,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,3782d93f-74bf-4c44-adbb-a77916d46f1b
4a77ee6b-ba98-4424-a259-044072c994f1,266,2015-11-24,11:26 PM,22,591.36,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,3782d93f-74bf-4c44-adbb-a77916d46f1b
596eecfc-93fa-40a0-8c08-a997af109d60,268,2014-04-09,6:29 AM,24,9075.6,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,3782d93f-74bf-4c44-adbb-a77916d46f1b
7ef06753-fe3f-4997-a232-350efc440eac,269,2018-08-30,11:50 AM,10,9653.3,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,3782d93f-74bf-4c44-adbb-a77916d46f1b
f8c7551e-1b1b-4343-a5a5-29e7e0eb7a69,345,2014-06-03,2:03 PM,2,1836.98,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,3782d93f-74bf-4c44-adbb-a77916d46f1b
9544b4b3-62bf-4a1a-b3c9-5304f0eb842d,386,2020-12-29,2:23 AM,23,16200.05,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,3782d93f-74bf-4c44-adbb-a77916d46f1b
8ad5b8dc-0821-4f3d-9f85-3be9f9a12ec5,487,2016-02-02,4:46 PM,23,10633.13,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,3782d93f-74bf-4c44-adbb-a77916d46f1b
7c691277-8d00-4495-a221-1fc5df4bb395,532,2019-02-19,11:20 AM,23,351.21,12,87657ef4-0ba6-40d8-846f-9ff5d2a0d4fe,3782d93f-74bf-4c44-adbb-a77916d46f1b
c0ff9632-d327-4acc-9771-0084ff3d3d52,12,2011-08-21,6:26 PM,16,908.16,13,76f2393b-62fd-441a-a2d5-a9ad3505ac30,b00f7a02-2926-4705-9f58-bbc5a338c0d8
464d093f-7166-4cd5-8ca7-0b41f32ae182,344,2016-07-29,1:27 PM,23,19466.74,13,76f2393b-62fd-441a-a2d5-a9ad3505ac30,b00f7a02-2926-4705-9f58-bbc5a338c0d8
36da8430-9720-41a6-988d-c88d89d6c121,389,2013-11-14,7:44 PM,1,471.45,13,76f2393b-62fd-441a-a2d5-a9ad3505ac30,b00f7a02-2926-4705-9f58-bbc5a338c0d8
d0a97086-9ec1-461a-8128-6ac634766d75,409,2016-02-16,9:11 PM,2,1634.68,13,76f2393b-62fd-441a-a2d5-a9ad3505ac30,b00f7a02-2926-4705-9f58-bbc5a338c0d8
414e2281-7a9b-4554-82c9-fd808d60982c,525,2021-02-22,1:00 PM,12,5851.68,14,2bbdab07-e365-40e8-b752-6a0317958e67,72bc66de-c367-4bee-9a18-8dec84725046
66929f24-470e-4b67-ac82-1d02fb01ae62,82,2011-11-18,9:36 PM,16,4044.32,15,936c7731-a945-489b-a57a-c0de342434be,
acb22a85-0bf7-44e4-a48e-94eaa10c6580,412,2019-06-23,5:33 AM,25,17681.25,15,936c7731-a945-489b-a57a-c0de342434be,
d34e8a6a-91ea-4200-84d5-2c3f2a6b7021,186,2014-11-09,5:50 PM,21,8614.2,16,7ea969ac-2431-4413-b49b-a33b409dad31,cc99775d-8f59-48fb-99c9-aeccf0d8bbf2
57b81b5d-c7be-4d9e-9466-5aa85d89341d,494,2010-10-06,11:42 AM,19,2077.65,16,7ea969ac-2431-4413-b49b-a33b409dad31,cc99775d-8f59-48fb-99c9-aeccf0d8bbf2
33d9c319-f9ac-4641-bc6c-b18149ffda4f,35,2022-12-24,6:27 PM,14,7653.94,17,c94be819-c43b-4990-a5f0-866e06e39212,33e82138-bf0c-4659-b470-1088382cc503
028725d6-e193-414a-b0e5-3a143263171a,310,2015-06-17,8:08 AM,12,10926.84,17,c94be819-c43b-4990-a5f0-866e06e39212,299c79c8-fa1a-4a58-b39a-daf023fa84c7
aedc5e4a-fe49-427f-aa3b-ce27ae9a616b,377,2017-10-25,6:40 PM,6,2642.88,17,c94be819-c43b-4990-a5f0-866e06e39212,299c79c8-fa1a-4a58-b39a-daf023fa84c7
d248a238-488d-4469-b497-167a0ce02665,401,2016-10-06,2:04 PM,18,14172.66,17,c94be819-c43b-4990-a5f0-866e06e39212,33e82138-bf0c-4659-b470-1088382cc503
309b0ecd-08f8-4931-bf41-a4fd8cafaa0d,446,2019-03-28,4:34 AM,12,6400.08,17,c94be819-c43b-4990-a5f0-866e06e39212,33e82138-bf0c-4659-b470-1088382cc503
078054e9-607e-4803-bf84-3848025059b4,462,2013-06-05,2:11 PM,20,16307,17,c94be819-c43b-4990-a5f0-866e06e39212,299c79c8-fa1a-4a58-b39a-daf023fa84c7
4f08bb2c-f6a8-439c-9475-deda875779eb,35,2015-11-25,2:25 AM,6,3280.26,18,44f8a099-74d9-4eae-a45b-4522456cb912,c3f53240-136c-4e0b-8063-6a3e32bf8b5f
a3d54138-335e-4628-94c1-c3e9d284f98c,165,2017-05-26,4:15 AM,14,10176.88,18,44f8a099-74d9-4eae-a45b-4522456cb912,c3f53240-136c-4e0b-8063-6a3e32bf8b5f
9ebf4c10-95de-4490-9614-b4dc9f1904e9,220,2019-04-19,12:35 PM,19,11941.69,18,44f8a099-74d9-4eae-a45b-4522456cb912,c3f53240-136c-4e0b-8063-6a3e32bf8b5f
3274424e-efe1-499a-a5c2-879962b41988,239,2018-02-03,11:42 AM,10,2806.1,18,44f8a099-74d9-4eae-a45b-4522456cb912,c3f53240-136c-4e0b-8063-6a3e32bf8b5f
0298999d-2cfd-4ce0-9523-32ba660be6c6,250,2018-06-13,1:01 AM,11,6387.26,18,44f8a099-74d9-4eae-a45b-4522456cb912,c3f53240-136c-4e0b-8063-6a3e32bf8b5f
231ddd76-65de-42f1-a3e7-cd61db546cdb,289,2020-09-15,10:58 AM,9,4424.85,18,44f8a099-74d9-4eae-a45b-4522456cb912,c3f53240-136c-4e0b-8063-6a3e32bf8b5f
04d8f7ad-fcb9-4563-bab7-8aee9a87f3bf,350,2022-03-03,10:11 PM,11,6097.41,18,44f8a099-74d9-4eae-a45b-4522456cb912,c3f53240-136c-4e0b-8063-6a3e32bf8b5f
fcb9b765-6ee1-4a4c-85e5-548e56d91ff7,368,2018-07-11,6:43 PM,3,338.49,18,44f8a099-74d9-4eae-a45b-4522456cb912,c3f53240-136c-4e0b-8063-6a3e32bf8b5f
03198481-1a25-489d-b7c4-25c82a40e0e8,440,2011-02-10,10:57 AM,8,731.6,18,44f8a099-74d9-4eae-a45b-4522456cb912,c3f53240-136c-4e0b-8063-6a3e32bf8b5f
f37dd689-82ca-4da0-8903-630e33aaff23,502,2022-12-08,8:31 AM,14,9856.84,18,44f8a099-74d9-4eae-a45b-4522456cb912,c3f53240-136c-4e0b-8063-6a3e32bf8b5f
5b75418e-0529-49a1-9c1c-90815bb75011,83,2013-05-04,8:31 PM,23,21126.19,19,ec7793fa-7d41-4e8e-b821-eb8fc8a87c08,1c4a6d74-15dd-4ab4-84eb-9b8261bb6f2f
6f9d3baa-babd-4095-942e-d66401e6d9f7,188,2011-03-27,4:46 AM,13,12165.66,19,ec7793fa-7d41-4e8e-b821-eb8fc8a87c08,1c4a6d74-15dd-4ab4-84eb-9b8261bb6f2f
0f3e2dc4-a90a-43d5-9d44-25b6b89ff111,451,2011-06-07,9:45 PM,23,20937.82,19,ec7793fa-7d41-4e8e-b821-eb8fc8a87c08,1c4a6d74-15dd-4ab4-84eb-9b8261bb6f2f
143c4831-23ae-4194-b936-bfab3a107114,19,2016-10-25,10:25 PM,16,2079.84,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
e45bef73-148d-4621-8403-2234c276cd76,64,2013-04-24,6:08 PM,2,26.9,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
8ec7bc61-8ac2-4e2b-b604-30d6e143783a,67,2022-01-06,9:41 PM,4,245.32,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
f5e22a72-355f-450a-9e5f-6bd2ade882ef,109,2021-12-14,1:21 AM,6,372.42,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
f0ce739a-0591-442e-b694-2c5f613eb8ba,145,2018-08-16,5:53 AM,21,19179.51,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
f37268a9-8e68-4d4e-b232-527968b3d914,307,2014-12-09,8:11 AM,19,18897.78,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
4dc62d3b-9035-41ce-8b9f-df98344bc8f5,373,2014-07-09,11:43 PM,22,13126.08,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
ef35fc24-8b57-4acc-932b-512cf49a8d0a,578,2020-07-17,3:03 PM,1,781.47,20,7203aaca-d0f5-4c0b-93e1-786a5030560e,
3d0d8698-2cdd-4e63-81a0-c1d82bbae641,267,2012-07-17,6:25 PM,16,60.64,21,2f5cb2e7-e8f7-438c-9738-ee11a6ac0443,1b9de320-4a5f-4bdf-bc16-f21a33fa7079
52f37fca-ceef-4d43-bbfc-e01c9f27b876,459,2022-04-29,7:30 AM,10,8261.1,21,2f5cb2e7-e8f7-438c-9738-ee11a6ac0443,1b9de320-4a5f-4bdf-bc16-f21a33fa7079
344f75ae-d246-4e85-9cd5-347a34ce9d12,108,2010-09-25,9:13 PM,15,12809.1,22,3568e40e-a357-424b-8dea-eb06e445fe33,
b8ce897c-5318-4158-9bd9-a639e85fe167,148,2014-01-10,9:45 AM,17,15127.11,22,3568e40e-a357-424b-8dea-eb06e445fe33,
2ad11de7-10e0-4080-9362-aa522a9c318c,162,2014-12-12,5:28 PM,15,3562.65,22,3568e40e-a357-424b-8dea-eb06e445fe33,
13f093ec-5b1e-41a2-a6be-d7cfe092dad0,376,2021-09-13,3:27 PM,6,2329.44,22,3568e40e-a357-424b-8dea-eb06e445fe33,
623c7a5d-a875-4e0b-9058-ad3e7b655438,251,2013-05-10,4:25 AM,6,3017.46,23,73d4c329-b316-4378-9db7-63c35247ee6c,194067f4-9f2e-48b3-90d9-75fc5494400f
72f03a51-5321-4cf3-bb1a-d69e519dfcb5,355,2019-10-20,2:18 AM,25,12514.25,23,73d4c329-b316-4378-9db7-63c35247ee6c,51831a52-a818-4569-8115-a869a6298754
9dc2567c-76cd-4b03-ba1a-d9ff1c46e1be,397,2015-12-15,9:27 AM,2,1833.56,23,73d4c329-b316-4378-9db7-63c35247ee6c,194067f4-9f2e-48b3-90d9-75fc5494400f
1a1651f6-9d3f-4acd-9735-c41c38d26e8e,399,2017-09-24,2:47 PM,11,4862.22,23,73d4c329-b316-4378-9db7-63c35247ee6c,51831a52-a818-4569-8115-a869a6298754
4c91049d-f701-4826-8fdb-44f3586d9d43,517,2019-06-07,4:12 PM,22,15045.8,23,73d4c329-b316-4378-9db7-63c35247ee6c,194067f4-9f2e-48b3-90d9-75fc5494400f
feaca76e-5836-43d9-b6b4-e1708769b7f5,518,2011-07-26,6:01 AM,16,9121.28,23,73d4c329-b316-4378-9db7-63c35247ee6c,51831a52-a818-4569-8115-a869a6298754
db99ec90-93ea-4021-a369-497666b1047e,564,2015-06-08,1:37 PM,17,10467.24,23,73d4c329-b316-4378-9db7-63c35247ee6c,51831a52-a818-4569-8115-a869a6298754
1cf861ab-6baa-4a4d-ab93-e6de4c153729,564,2017-03-03,8:15 PM,22,13545.84,23,73d4c329-b316-4378-9db7-63c35247ee6c,51831a52-a818-4569-8115-a869a6298754
6a292e2e-3981-45b1-85ca-5ce4adc5941c,66,2010-10-07,6:31 AM,20,14666,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,3eaf5abd-2965-4beb-97e5-628e5a5d2252
993310a7-c126-473a-8153-057ce97eed30,141,2017-04-08,8:55 PM,9,6793.65,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,3eaf5abd-2965-4beb-97e5-628e5a5d2252
845dbd96-725b-4742-8fd0-2045a656f0f6,175,2022-12-03,4:57 AM,13,9419.28,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,3eaf5abd-2965-4beb-97e5-628e5a5d2252
c335faa9-803c-4b54-8028-fb9472e059e5,208,2015-03-24,6:14 AM,20,8520.6,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,3eaf5abd-2965-4beb-97e5-628e5a5d2252
3af8c176-397d-4bcc-9f2d-57757400510f,217,2022-06-14,10:52 AM,14,200.34,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,3eaf5abd-2965-4beb-97e5-628e5a5d2252
3fe21e5a-6c0d-4a27-807d-8c08868c8631,287,2023-01-04,12:31 AM,13,12220.65,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,3eaf5abd-2965-4beb-97e5-628e5a5d2252
7681355e-0bf8-4b33-aeb1-d15c05526ac1,295,2013-06-24,5:30 PM,23,18246.36,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,3eaf5abd-2965-4beb-97e5-628e5a5d2252
f34364b3-fe2b-4a46-9706-9d2901a49cb5,354,2017-11-19,6:28 PM,16,7303.52,24,83f85de0-a277-4581-90e5-f3bfbe9c1ba8,3eaf5abd-2965-4beb-97e5-628e5a5d2252
b3670d6e-6962-4e47-8c27-6fd1f904fd2b,58,2022-06-03,5:46 AM,14,5969.46,25,c3a2e7f7-435f-4c3d-89bc-66664aefc3ee,dde03eda-7c28-4575-885e-e47f77b43f82
dc6c3ade-c375-4fd6-94c8-94ef7a08cce5,354,2019-06-04,11:45 PM,1,456.47,25,c3a2e7f7-435f-4c3d-89bc-66664aefc3ee,dde03eda-7c28-4575-885e-e47f77b43f82
8cbcabca-6b40-4940-bea3-b432876b5f3c,375,2015-04-20,5:21 AM,20,768.4,25,c3a2e7f7-435f-4c3d-89bc-66664aefc3ee,dde03eda-7c28-4575-885e-e47f77b43f82
03dcada6-e2d3-468f-8dee-0913a88f0189,1,2013-08-10,1:24 PM,2,1137.32,26,1a230efe-4735-4e3d-8692-3858afc0f2c5,b0b1b7f5-c941-4b0d-aeab-41f2872a28cb
b991f365-4b2d-472f-978a-e28c1c0c74cf,391,2022-09-26,3:01 PM,1,406.76,26,1a230efe-4735-4e3d-8692-3858afc0f2c5,b0b1b7f5-c941-4b0d-aeab-41f2872a28cb
f7fc9886-bb2b-40e8-89d5-ee127109e204,158,2011-09-18,3:16 AM,24,5124.72,27,96e2a7dc-e647-4361-8c6c-1f53c9a9eafa,b4bb6e2c-7eec-4620-bcfe-cea29fee7ce5
f6977272-35db-4d50-a51c-55c04ae9b243,232,2020-12-02,9:42 PM,7,6193.6,27,96e2a7dc-e647-4361-8c6c-1f53c9a9eafa,b4bb6e2c-7eec-4620-bcfe-cea29fee7ce5
b7422c3c-3a97-4630-ae53-457290a67878,279,2021-10-16,10:17 AM,17,2782.73,27,96e2a7dc-e647-4361-8c6c-1f53c9a9eafa,b4bb6e2c-7eec-4620-bcfe-cea29fee7ce5
312386b6-d3aa-4455-8c1a-1654d87b9875,453,2011-09-23,6:44 PM,17,3345.6,27,96e2a7dc-e647-4361-8c6c-1f53c9a9eafa,b4bb6e2c-7eec-4620-bcfe-cea29fee7ce5
3ea3034a-3dca-435f-a6bc-1d818f793f81,481,2015-02-28,8:34 AM,2,1003.02,27,96e2a7dc-e647-4361-8c6c-1f53c9a9eafa,b4bb6e2c-7eec-4620-bcfe-cea29fee7ce5
106b5921-fd3f-47ef-ac7d-630773446500,2,2017-06-20,2:00 PM,20,5503.4,28,ff3665c0-087a-49a1-923a-980b5e59e104,
1edb5d51-4254-42a4-b6aa-8b8d85db5e4e,49,2022-05-15,8:49 AM,7,6656.93,28,ff3665c0-087a-49a1-923a-980b5e59e104,
d84a4d83-f990-4b2b-82ec-bbc14fa6c6d4,51,2020-11-20,7:37 AM,15,9615.45,28,ff3665c0-087a-49a1-923a-980b5e59e104,
4befa476-ecd8-4696-b1e1-04a9c4ef3af0,139,2020-10-17,2:47 AM,20,17271.6,28,ff3665c0-087a-49a1-923a-980b5e59e104,
60e0ae72-afef-4610-ae18-0401a3b79037,276,2018-08-24,3:02 AM,19,7697.28,28,ff3665c0-087a-49a1-923a-980b5e59e104,
1a796495-e212-4430-ace5-0aa0a4b2cae7,444,2019-12-07,1:50 AM,10,3340.3,28,ff3665c0-087a-49a1-923a-980b5e59e104,
e261a47b-78a5-44f5-954d-b27d3d502e44,524,2021-11-14,9:25 PM,23,14152.13,28,ff3665c0-087a-49a1-923a-980b5e59e104,
80d64f81-a4e7-4d54-b977-89625d0a721f,151,2011-11-08,5:44 AM,3,2139.9,29,00507446-7ac9-46c9-a122-936aa919ecb3,
97ecf89a-9bab-4afb-bdb7-0fe7e2669e47,279,2019-07-24,4:43 AM,11,1800.59,29,00507446-7ac9-46c9-a122-936aa919ecb3,
468a0e27-1391-49cf-a4b2-cb15985bb1df,344,2020-05-04,3:15 PM,17,14388.46,29,00507446-7ac9-46c9-a122-936aa919ecb3,
3e9ebc74-6e94-4453-91fa-9b4bce18a696,533,2016-05-21,12:15 PM,1,289.91,29,00507446-7ac9-46c9-a122-936aa919ecb3,
91d1811b-84ca-4edf-91cd-c55cc18c34e2,62,2015-10-07,9:09 AM,3,2116.11,30,730a2ae8-c300-423a-8a90-c059a6dac168,
24f0d975-b5b3-48cc-9954-af3a2e4963e3,116,2013-03-29,7:25 PM,21,8344.98,30,730a2ae8-c300-423a-8a90-c059a6dac168,
2ba889ab-a7b0-40db-a17d-521a0e4a5c0e,190,2015-10-02,10:22 AM,14,2972.2,30,730a2ae8-c300-423a-8a90-c059a6dac168,
1c273300-70d7-4c83-91da-2c080c17100b,323,2011-09-23,5:24 AM,12,9870,30,730a2ae8-c300-423a-8a90-c059a6dac168,
57e2b248-17a1-42de-b17b-12b6576d12fd,395,2021-10-03,9:47 AM,18,8288.46,30,730a2ae8-c300-423a-8a90-c059a6dac168,
b6fa564f-7400-4126-9275-0fa3b518c52f,68,2021-08-22,10:36 AM,11,5242.6,31,ac96a379-55d8-45b6-8e8e-b0bb3537acbe,c70354c5-c584-4d38-93bb-cc5314bc78dd
